draft_year,round,pick_number,drafted_by,player_name,position,games_played,points,performance_score,hindsight_rank,plus_minus,team_color
2013,6,171,Nashville,Tommy Veilleux,L,0.0,0.0,0.0,97,74,#FFB81C
2013,6,173,St. Louis,Santeri Saari,D,0.0,0.0,0.0,97,76,#002F87
2013,6,174,Washington,Brian Pinho,C,2.0,0.0,2.0,93,81,#CF0A2C
2013,6,175,Vancouver,Mike Williamson,D,0.0,0.0,0.0,97,78,#00205B
2013,6,176,Montreal,Jeremy Gregoire,C,0.0,0.0,0.0,97,79,#AF1E2D
2013,6,177,Anaheim,Miro Aaltonen,C,0.0,0.0,0.0,97,80,#F47A38
2013,6,178,Los Angeles,Zac Leslie,D,0.0,0.0,0.0,97,81,#111111
2013,6,179,Pittsburgh,Blaine Byron,C,0.0,0.0,0.0,97,82,#FCB514
2013,6,180,Boston,Anton Blidh,L,89.0,13.0,118.77,69,111,#FFB81C
2013,6,181,Chicago,Anthony Louis,C,0.0,0.0,0.0,97,84,#CF0A2C
2013,7,182,Dallas,Aleksi Makela,D,0.0,0.0,0.0,97,85,#006847
2013,7,183,Colorado,Wilhelm Westlund,D,0.0,0.0,0.0,97,86,#6F263D
2013,7,184,Tampa Bay,Saku Salminen,F,0.0,0.0,0.0,97,87,#002868
2013,7,185,Nashville,Wade Murphy,F,0.0,0.0,0.0,97,88,#FFB81C
2013,7,186,Tampa Bay,Joel Vermin,R,24.0,4.0,33.16,81,105,#002868
2013,7,187,Calgary,Rushan Rafikov,D,0.0,0.0,0.0,97,90,#D2001C
2013,7,188,Edmonton,Greg Chase,L,0.0,0.0,0.0,97,91,#041E42
2013,7,189,Buffalo,Eric Locke,C,0.0,0.0,0.0,97,92,#003087
2013,7,190,Winnipeg,Brenden Kichton,D,0.0,0.0,0.0,97,93,#004C97
2013,7,191,Los Angeles,Dominik Kubalik,L,357.0,176.0,760.04,37,154,#111111
2013,7,192,Philadelphia,David Drake,D,0.0,0.0,0.0,97,95,#F74902
2013,7,193,Arizona,Jedd Soleway,C,0.0,0.0,0.0,97,96,#8C2633
2013,7,194,Winnipeg,Marcus Karlstrom,D,0.0,0.0,0.0,97,97,#004C97
2013,7,195,Columbus,Peter Quenneville,R,0.0,0.0,0.0,97,98,#002654
2013,7,196,NY Islanders,Kyle Burroughs,D,201.0,22.0,251.38,54,142,#F47D30
2013,7,197,Minnesota,Nolan De Jong,D,0.0,0.0,0.0,97,100,#154734
2013,7,198,Calgary,John Gilmour,D,37.0,5.0,48.45,79,119,#D2001C
2013,7,199,Detroit,Hampus Melen,R,0.0,0.0,0.0,97,102,#CE1126
2013,7,201,San Jose,Jake Jackson,C,0.0,0.0,0.0,97,104,#006D75
2013,7,202,Toronto,Andreas Johnsson,R,259.0,116.0,524.64,46,156,#003E7E
2013,7,204,Washington,Tyler Lewington,D,12.0,3.0,18.87,86,118,#CF0A2C
2013,7,205,Vancouver,Miles Liberati,D,0.0,0.0,0.0,97,108,#00205B
2013,7,206,Florida,MacKenzie Weegar,D,614.0,273.0,1239.17,28,178,#C9082A
2013,7,207,San Jose,Emil Galimov,L,0.0,0.0,0.0,97,110,#006D75
2013,7,209,Pittsburgh,Troy Josephs,C,0.0,0.0,0.0,97,112,#FCB514
2013,7,210,Boston,Mitchell Dempsey,L,0.0,0.0,0.0,97,113,#FFB81C
2013,7,211,Chicago,Robin Press,D,0.0,0.0,0.0,97,114,#CF0A2C
2014,1,1,Florida,Aaron Ekblad,D,795.0,405.0,1722.45,11,-10,#C9082A
2014,1,2,Buffalo,Sam Reinhart,C,839.0,680.0,2396.2,3,-1,#003087
2014,1,3,Edmonton,Leon Draisaitl,C,853.0,1051.0,3259.79,1,2,#041E42
2014,1,4,Calgary,Sam Bennett,C,756.0,386.0,1639.94,13,-9,#D2001C
2014,1,5,NY Islanders,Michael Dal Colle,L,112.0,21.0,160.09,56,-51,#F47D30
2014,1,6,Vancouver,Jake Virtanen,R,317.0,100.0,546.0,42,-36,#00205B
2014,1,7,Carolina,Haydn Fleury,D,330.0,44.0,430.76,49,-42,#CC0000
2014,1,8,Toronto,William Nylander,R,734.0,674.0,2277.46,4,4,#003E7E
2014,1,9,Winnipeg,Nikolaj Ehlers,L,739.0,571.0,2046.59,7,2,#004C97
2014,1,10,Anaheim,Nick Ritchie,L,481.0,186.0,906.94,33,-23,#F47A38
2014,1,11,Nashville,Kevin Fiala,L,707.0,528.0,1916.12,8,3,#FFB81C
2014,1,12,Arizona,Brendan Perlini,L,262.0,81.0,447.49,48,-36,#8C2633
2014,1,13,Washington,Jakub Vrana,L,406.0,223.0,916.67,32,-19,#CF0A2C
2014,1,14,Dallas,Julius Honka,D,87.0,13.0,116.77,61,-47,#006847
2014,1,15,Detroit,Dylan Larkin,C,797.0,631.0,2241.99,6,9,#CE1126
2014,1,16,Columbus,Sonny Milano,L,344.0,145.0,676.05,37,-21,#002654
2014,1,17,Philadelphia,Travis Sanheim,D,644.0,241.0,1195.89,20,-3,#F74902
2014,1,18,Minnesota,Alex Tuch,R,600.0,439.0,1605.31,15,3,#154734
2014,1,19,Tampa Bay,Tony DeAngelo,D,471.0,260.0,1066.4,24,-5,#002868
2014,1,20,Chicago,Nick Schmaltz,C,654.0,482.0,1757.78,9,11,#CF0A2C
2014,1,21,St. Louis,Robby Fabbri,C,460.0,220.0,963.8,31,-10,#002F87
2014,1,22,Pittsburgh,Kasperi Kapanen,R,552.0,236.0,1092.44,23,-1,#FCB514
2014,1,23,Colorado,Conner Bleackley,C,0.0,0.0,0.0,92,-69,#6F263D
2014,1,24,Vancouver,Jared McCann,L,708.0,432.0,1697.28,12,12,#00205B
2014,1,25,Boston,David Pastrnak,R,816.0,911.0,2902.19,2,23,#FFB81C
2014,1,26,Montreal,Nikita Scherbak,R,37.0,8.0,55.32,73,-47,#AF1E2D
2014,1,27,San Jose,Nikolay Goldobin,R,125.0,46.0,230.34,55,-28,#006D75
2014,1,28,NY Islanders,Josh Ho-Sang,R,53.0,24.0,107.96,64,-36,#F47D30
2014,1,29,Los Angeles,Adrian Kempe,R,694.0,457.0,1740.53,10,19,#111111
2014,1,30,New Jersey,John Quenneville,C,42.0,5.0,53.45,74,-44,#CE1126
2014,2,31,Buffalo,Brendan Lemieux,L,307.0,74.0,476.46,46,-15,#003087
2014,2,32,Florida,Jayce Hawryluk,R,98.0,27.0,159.83,57,-25,#C9082A
2014,2,33,St. Louis,Ivan Barbashev,L,651.0,337.0,1422.73,16,17,#002F87
2014,2,35,Tampa Bay,Dominik Masin,D,0.0,0.0,0.0,92,-57,#002868
2014,2,38,Anaheim,Marcus Pettersson,D,587.0,176.0,990.04,28,10,#F47A38
2014,2,40,Ottawa,Andreas Englund,D,200.0,20.0,245.8,54,-14,#C8102E
2014,2,41,New Jersey,Joshua Jacobs,D,3.0,0.0,3.0,89,-48,#CE1126
2014,2,42,Nashville,Vladislav Kamenev,C,66.0,13.0,95.77,67,-25,#FFB81C
2014,2,43,Arizona,Ryan MacInnis,C,27.0,1.0,29.29,77,-34,#8C2633
2014,2,44,Buffalo,Eric Cornel,R,0.0,0.0,0.0,92,-48,#003087
2014,2,45,Dallas,Brett Pollock,L,0.0,0.0,0.0,92,-47,#006847
2014,2,46,San Jose,Julius Bergman,D,0.0,0.0,0.0,92,-46,#006D75
2014,2,47,Columbus,Ryan Collins,D,0.0,0.0,0.0,92,-45,#002654
2014,2,48,Philadelphia,Nicolas Aube-Kubel,R,308.0,81.0,493.49,44,4,#F74902
2014,2,49,Buffalo,Vaclav Karabacek,R,0.0,0.0,0.0,92,-43,#003087
2014,2,50,Los Angeles,Roland McKeown,D,16.0,3.0,22.87,79,-29,#111111
2014,2,51,Nashville,Jack Dougherty,D,0.0,0.0,0.0,92,-41,#FFB81C
2014,2,52,St. Louis,Maxim Letunov,F,3.0,1.0,5.29,85,-33,#002F87
2014,2,53,San Jose,Noah Rod,L,0.0,0.0,0.0,92,-39,#006D75
2014,2,54,Calgary,Hunter Smith,R,0.0,0.0,0.0,92,-38,#D2001C
2014,2,55,Anaheim,Brandon Montour,D,647.0,317.0,1372.93,17,38,#F47A38
2014,2,56,Boston,Ryan Donato,C,548.0,254.0,1129.66,22,34,#FFB81C
2014,2,57,Tampa Bay,Johnathan MacLeod,D,0.0,0.0,0.0,92,-35,#002868
2014,2,58,Arizona,Christian Dvorak,C,598.0,287.0,1255.23,18,40,#8C2633
2014,2,60,Los Angeles,Alex Lintuniemi,D,0.0,0.0,0.0,92,-32,#111111
2014,3,62,Nashville,Justin Kirkland,C,50.0,10.0,72.9,71,-9,#FFB81C
2014,3,63,Detroit,Dominic Turgeon,C,9.0,0.0,9.0,83,-20,#CE1126
2014,3,64,Calgary,Brandon Hickey,D,0.0,0.0,0.0,92,-28,#D2001C
2014,3,65,Florida,Juho Lammikko,C,183.0,28.0,247.12,53,12,#C9082A
2014,3,66,Vancouver,Nikita Tryamkin,D,79.0,11.0,104.19,65,1,#00205B
2014,3,67,Carolina,Warren Foegele,L,563.0,219.0,1064.51,25,42,#CC0000
2014,3,68,Toronto,Rinat Valiev,D,12.0,0.0,12.0,81,-13,#003E7E
2014,3,69,Winnipeg,Jack Glover,D,0.0,0.0,0.0,92,-23,#004C97
2014,3,70,Ottawa,Miles Gendron,D,0.0,0.0,0.0,92,-22,#C8102E
2014,3,71,New Jersey,Connor Chatham,R,0.0,0.0,0.0,92,-21,#CE1126
2014,3,72,San Jose,Alex Schoenborn,R,0.0,0.0,0.0,92,-20,#006D75
2014,3,73,Montreal,Brett Lernout,D,21.0,1.0,23.29,78,-5,#AF1E2D
2014,3,74,Buffalo,Brycen Martin,D,0.0,0.0,0.0,92,-18,#003087
2014,3,75,Dallas,Alex Peters,D,0.0,0.0,0.0,92,-17,#006847
2014,3,77,Columbus,Blake Siebenaler,D,0.0,0.0,0.0,92,-15,#002654
2014,3,79,Tampa Bay,Brayden Point,C,703.0,677.0,2253.33,5,74,#002868
2014,3,80,Minnesota,Louie Belpedio,D,16.0,6.0,29.74,76,4,#154734
2014,3,81,San Jose,Dylan Sadowy,L,0.0,0.0,0.0,92,-11,#006D75
2014,3,82,St. Louis,Jake Walman,D,304.0,109.0,553.61,41,41,#002F87
2014,3,83,Chicago,Matteson Iacopelli,F,0.0,0.0,0.0,92,-9,#CF0A2C
2014,3,84,Colorado,Kyle Wood,D,0.0,0.0,0.0,92,-8,#6F263D
2014,3,85,NY Rangers,Keegan Iverson,C,0.0,0.0,0.0,92,-7,#0038A8
2014,3,86,Philadelphia,Mark Friedman,D,93.0,13.0,122.77,60,26,#F74902
2014,3,87,Arizona,Anton Karlsson,L,0.0,0.0,0.0,92,-5,#8C2633
2014,3,88,Chicago,Beau Starrett,F,0.0,0.0,0.0,92,-4,#CF0A2C
2014,3,89,Washington,Nathan Walker,L,270.0,67.0,423.43,50,39,#CF0A2C
2014,3,90,Los Angeles,Mike Amadio,R,505.0,165.0,882.85,34,56,#111111
2014,4,91,Edmonton,William Lagesson,D,107.0,12.0,134.48,59,32,#041E42
2014,4,92,Florida,Joe Wegwerth,L,0.0,0.0,0.0,92,0,#C9082A
2014,4,93,Colorado,Nick Magyar,R,0.0,0.0,0.0,92,1,#6F263D
2014,4,96,Carolina,Josh Wesley,D,0.0,0.0,0.0,92,4,#CC0000
2014,4,97,Carolina,Lucas Wallmark,C,187.0,59.0,322.11,52,45,#CC0000
2014,4,98,Chicago,Fredrik Olofsson,L,85.0,13.0,114.77,62,36,#CF0A2C
2014,4,99,Winnipeg,Chase De Leo,L,7.0,0.0,7.0,84,15,#004C97
2014,4,100,Ottawa,Shane Eiserman,F,0.0,0.0,0.0,92,8,#C8102E
2014,4,101,Winnipeg,Nelson Nogier,D,11.0,0.0,11.0,82,19,#004C97
2014,4,102,San Jose,Alexis Vanier,D,0.0,0.0,0.0,92,10,#006D75
2014,4,103,Toronto,J.J. Piccinich,R,0.0,0.0,0.0,92,11,#003E7E
2014,4,104,NY Rangers,Ryan Mantha,D,0.0,0.0,0.0,92,12,#0038A8
2014,4,105,Dallas,Michael Prapavessis,D,0.0,0.0,0.0,92,13,#006847
2014,4,106,Detroit,Christoffer Ehn,C,114.0,13.0,143.77,58,48,#CE1126
2014,4,107,Columbus,Julien Pelletier,L,0.0,0.0,0.0,92,15,#002654
2014,4,108,NY Islanders,Devon Toews,D,524.0,295.0,1199.55,19,89,#F47D30
2014,4,110,St. Louis,Austin Poganski,R,22.0,0.0,22.0,80,30,#002F87
2014,4,112,Nashville,Viktor Arvidsson,L,666.0,425.0,1639.25,14,98,#FFB81C
2014,4,113,Pittsburgh,Sam Lafferty,C,370.0,92.0,580.68,39,74,#FCB514
2014,4,114,Colorado,Alexis Pepin,L,0.0,0.0,0.0,92,22,#6F263D
2014,4,116,Boston,Danton Heinen,L,596.0,246.0,1159.34,21,95,#FFB81C
2014,4,117,Arizona,Michael Bunting,L,408.0,251.0,982.79,29,88,#8C2633
2014,4,119,Tampa Bay,Ben Thomas,D,5.0,0.0,5.0,87,32,#002868
2014,4,120,Los Angeles,Steven Johnson,D,0.0,0.0,0.0,92,28,#111111
2014,5,121,Buffalo,Max Willman,C,68.0,10.0,90.9,68,53,#003087
2014,5,122,NY Rangers,Richard Nejezchleb,R,0.0,0.0,0.0,92,30,#0038A8
2014,5,123,Anaheim,Matthew Berkovitz,D,0.0,0.0,0.0,92,31,#F47A38
2014,5,124,St. Louis,Jaedon Descheneau,R,0.0,0.0,0.0,92,32,#002F87
2014,5,125,Montreal,Nikolas Koberstein,D,0.0,0.0,0.0,92,33,#AF1E2D
2014,5,126,Vancouver,Gustav Forsling,D,542.0,214.0,1032.06,27,99,#00205B
2014,5,127,Carolina,Clark Bishop,C,53.0,9.0,73.61,70,57,#CC0000
2014,5,128,Toronto,Dakota Joshua,C,284.0,90.0,490.1,45,83,#003E7E
2014,5,129,Winnipeg,C.J. Suess,L,5.0,0.0,5.0,87,42,#004C97
2014,5,130,Edmonton,Liam Coughlin,F,0.0,0.0,0.0,92,38,#041E42
2014,5,131,New Jersey,Ryan Rehill,D,0.0,0.0,0.0,92,39,#CE1126
2014,5,132,Nashville,Joonas Lyytinen,D,0.0,0.0,0.0,92,40,#FFB81C
2014,5,133,Arizona,Dysin Mayo,D,85.0,13.0,114.77,62,71,#8C2633
2014,5,134,Washington,Shane Gersich,L,3.0,1.0,5.29,85,49,#CF0A2C
2014,5,135,Dallas,Miro Karjalainen,D,0.0,0.0,0.0,92,43,#006847
2014,5,137,Columbus,Tyler Bird,R,0.0,0.0,0.0,92,45,#002654
2014,5,138,Philadelphia,Oskar Lindblom,L,337.0,112.0,593.48,38,100,#F74902
2014,5,139,Minnesota,Tanner Faith,D,0.0,0.0,0.0,92,47,#154734
2014,5,140,NY Rangers,Daniel Walcott,L,1.0,0.0,1.0,90,50,#0038A8
2014,5,141,Chicago,Luc Snuggerud,D,0.0,0.0,0.0,92,49,#CF0A2C
2014,5,142,NY Rangers,Tyler Nanne,D,0.0,0.0,0.0,92,50,#0038A8
2014,5,143,Florida,Miguel Fidler,L,0.0,0.0,0.0,92,51,#C9082A
2014,5,144,Colorado,Anton Lindholm,D,66.0,5.0,77.45,69,75,#6F263D
2014,5,145,Pittsburgh,Anthony Angello,C,31.0,5.0,42.45,75,70,#FCB514
2014,5,146,Boston,Anders Bjork,L,225.0,61.0,364.69,51,95,#FFB81C
2014,5,147,Montreal,Daniel Audette,C,0.0,0.0,0.0,92,55,#AF1E2D
2014,5,148,Chicago,Andreas Soderberg,D,0.0,0.0,0.0,92,56,#CF0A2C
2014,5,149,San Jose,Rourke Chartier,C,56.0,4.0,65.16,72,77,#006D75
2014,6,151,Buffalo,Christopher Brown,F,0.0,0.0,0.0,92,59,#003087
2014,6,152,New Jersey,J.D. Dudek,F,0.0,0.0,0.0,92,60,#CE1126
2014,6,153,Edmonton,Tyler Vesel,R,0.0,0.0,0.0,92,61,#041E42
2014,6,154,Dallas,Aaron Haydon,D,0.0,0.0,0.0,92,62,#006847
2014,6,155,NY Islanders,Kyle Schempp,F,0.0,0.0,0.0,92,63,#F47D30
2014,6,156,Vancouver,Kyle Pettit,C,0.0,0.0,0.0,92,64,#00205B
2014,6,157,Los Angeles,Jake Marchment,C,0.0,0.0,0.0,92,65,#111111
2014,6,158,Toronto,Nolan Vesey,F,0.0,0.0,0.0,92,66,#003E7E
2014,6,159,Washington,Steven Spinner,F,0.0,0.0,0.0,92,67,#CF0A2C
2014,6,160,Minnesota,Pontus Sjalin,D,0.0,0.0,0.0,92,68,#154734
2014,6,161,New Jersey,Brandon Baddock,L,1.0,0.0,1.0,90,71,#CE1126
2014,6,162,Nashville,Aaron Irving,D,0.0,0.0,0.0,92,70,#FFB81C
2014,6,163,Arizona,David Westlund,D,0.0,0.0,0.0,92,71,#8C2633
2014,6,164,Winnipeg,Pavel Kraskovsky,C,0.0,0.0,0.0,92,72,#004C97
2014,6,165,Dallas,John Nyberg,D,0.0,0.0,0.0,92,73,#006847
2014,6,166,Detroit,Julius Vahatalo,F,0.0,0.0,0.0,92,74,#CE1126
2014,6,167,Minnesota,Chase Lang,R,0.0,0.0,0.0,92,75,#154734
2014,6,168,Philadelphia,Radel Fazleev,C,0.0,0.0,0.0,92,76,#F74902
2014,6,169,Minnesota,Reid Duke,C,0.0,0.0,0.0,92,77,#154734
2014,6,170,Tampa Bay,Cristiano DiGiacinto,L,0.0,0.0,0.0,92,78,#002868
2014,6,171,San Jose,Kevin Labanc,R,512.0,237.0,1054.73,26,145,#006D75
2014,6,172,St. Louis,Chandler Yakimowicz,R,0.0,0.0,0.0,92,80,#002F87
2014,6,173,Pittsburgh,Jaden Lindo,R,0.0,0.0,0.0,92,81,#FCB514
2014,6,175,Calgary,Adam Ollas Mattsson,D,0.0,0.0,0.0,92,83,#D2001C
2014,6,176,St. Louis,Sammy Blais,L,278.0,79.0,458.91,47,129,#002F87
2014,6,178,Chicago,Dylan Sikura,R,58.0,17.0,96.93,66,112,#CF0A2C
2014,6,180,Los Angeles,Matthew Mistele,L,0.0,0.0,0.0,92,88,#111111
2014,7,181,Buffalo,Victor Olofsson,L,433.0,237.0,975.73,30,151,#003087
2014,7,184,Calgary,Austin Carroll,R,0.0,0.0,0.0,92,92,#D2001C
2014,7,185,Tampa Bay,Cameron Darcy,C,0.0,0.0,0.0,92,93,#002868
2014,7,186,Vancouver,Mackenze Stewart,D,0.0,0.0,0.0,92,94,#00205B
2014,7,187,Carolina,Kyle Jenkins,D,0.0,0.0,0.0,92,95,#CC0000
2014,7,188,Toronto,Pierre Engvall,L,380.0,135.0,689.15,36,152,#003E7E
2014,7,189,Ottawa,Kelly Summers,D,0.0,0.0,0.0,92,97,#C8102E
2014,7,190,Ottawa,Francis Perron,L,0.0,0.0,0.0,92,98,#C8102E
2014,7,191,Arizona,Jared Fiegl,F,0.0,0.0,0.0,92,99,#8C2633
2014,7,192,Winnipeg,Matt Ustaski,F,0.0,0.0,0.0,92,100,#004C97
2014,7,193,Arizona,Edgars Kulda,L,0.0,0.0,0.0,92,101,#8C2633
2014,7,194,Washington,Kevin Elgestal,F,0.0,0.0,0.0,92,102,#CF0A2C
2014,7,195,Dallas,Patrick Sanvido,D,0.0,0.0,0.0,92,103,#006847
2014,7,196,Detroit,Axel Holmstrom,F,0.0,0.0,0.0,92,104,#CE1126
2014,7,197,Columbus,Olivier Leblanc,D,0.0,0.0,0.0,92,105,#002654
2014,7,198,Philadelphia,Jesper Pettersson,D,0.0,0.0,0.0,92,106,#F74902
2014,7,199,Minnesota,Pavel Jenys,R,0.0,0.0,0.0,92,107,#154734
2014,7,200,NY Islanders,Lukas Sutter,C,0.0,0.0,0.0,92,108,#F47D30
2014,7,201,Detroit,Alexander Kadeykin,C,0.0,0.0,0.0,92,109,#CE1126
2014,7,202,St. Louis,Dwyer Tschantz,F,0.0,0.0,0.0,92,110,#002F87
2014,7,203,Pittsburgh,Jeff Taylor,D,0.0,0.0,0.0,92,111,#FCB514
2014,7,204,Colorado,Julien Nantel,L,0.0,0.0,0.0,92,112,#6F263D
2014,7,205,Anaheim,Ondrej Kase,R,258.0,124.0,541.96,43,162,#F47A38
2014,7,206,Boston,Emil Johansson,D,0.0,0.0,0.0,92,114,#FFB81C
2014,7,207,Montreal,Jake Evans,C,400.0,148.0,738.92,35,172,#AF1E2D
2014,7,208,Chicago,Jack Ramsey,D,0.0,0.0,0.0,92,116,#CF0A2C
2014,7,209,Los Angeles,Spencer Watson,R,0.0,0.0,0.0,92,117,#111111
2014,7,210,Los Angeles,Jacob Middleton,D,365.0,92.0,575.68,40,170,#111111
2015,1,1,Edmonton,Connor McDavid,C,778.0,1192.0,3507.68,1,0,#041E42
2015,1,2,Buffalo,Jack Eichel,C,674.0,682.0,2235.78,5,-3,#003087
2015,1,3,Arizona,Dylan Strome,C,583.0,434.0,1576.86,13,-10,#8C2633
2015,1,4,Toronto,Mitch Marner,R,722.0,808.0,2572.32,2,2,#003E7E
2015,1,5,Carolina,Noah Hanifin,D,813.0,347.0,1607.63,12,-7,#CC0000
2015,1,6,New Jersey,Pavel Zacha,C,690.0,387.0,1576.23,14,-8,#CE1126
2015,1,7,Philadelphia,Ivan Provorov,D,761.0,308.0,1466.32,16,-9,#F74902
2015,1,8,Columbus,Zach Werenski,D,625.0,452.0,1660.08,11,-3,#002654
2015,1,9,San Jose,Timo Meier,R,681.0,466.0,1748.14,9,0,#006D75
2015,1,10,Colorado,Mikko Rantanen,R,706.0,774.0,2478.46,3,7,#6F263D
2015,1,11,Florida,Lawson Crouse,L,650.0,247.0,1215.63,27,-16,#C9082A
2015,1,12,Dallas,Denis Gurianov,R,298.0,113.0,556.77,49,-37,#006847
2015,1,13,Boston,Jakub Zboril,D,76.0,16.0,112.64,77,-64,#FFB81C
2015,1,14,Boston,Jake DeBrusk,L,611.0,346.0,1403.34,18,-4,#FFB81C
2015,1,15,Boston,Zachary Senyshyn,R,16.0,3.0,22.87,91,-76,#FFB81C
2015,1,16,NY Islanders,Mathew Barzal,C,594.0,522.0,1789.38,8,8,#F47D30
2015,1,17,Winnipeg,Kyle Connor,L,677.0,654.0,2174.66,6,11,#004C97
2015,1,18,Ottawa,Thomas Chabot,D,561.0,332.0,1321.28,23,-5,#C8102E
2015,1,19,Detroit,Evgeny Svechnikov,L,172.0,45.0,275.05,64,-45,#CE1126
2015,1,20,Minnesota,Joel Eriksson Ek,C,604.0,343.0,1389.47,19,1,#154734
2015,1,21,Ottawa,Colin White,C,323.0,113.0,581.77,47,-26,#C8102E
2015,1,23,Vancouver,Brock Boeser,R,612.0,465.0,1676.85,10,13,#00205B
2015,1,24,Philadelphia,Travis Konecny,R,707.0,534.0,1929.86,7,17,#F74902
2015,1,25,Winnipeg,Jack Roslovic,C,579.0,288.0,1238.52,25,0,#004C97
2015,1,26,Montreal,Noah Juulsen,D,204.0,26.0,263.54,66,-40,#AF1E2D
2015,1,27,Anaheim,Jacob Larsson,D,172.0,24.0,226.96,68,-41,#F47A38
2015,1,28,NY Islanders,Anthony Beauvillier,L,698.0,294.0,1371.26,20,8,#F47D30
2015,1,29,Columbus,Gabriel Carlsson,D,81.0,18.0,122.22,76,-47,#002654
2015,1,30,Arizona,Nick Merkley,R,41.0,15.0,75.35,82,-52,#8C2633
2015,2,31,San Jose,Jeremy Roy,D,0.0,0.0,0.0,101,-70,#006D75
2015,2,32,Arizona,Christian Fischer,R,523.0,137.0,836.73,34,-2,#8C2633
2015,2,33,Tampa Bay,Mitchell Stephens,C,123.0,19.0,166.51,70,-37,#002868
2015,2,34,Toronto,Travis Dermott,D,348.0,62.0,489.98,54,-20,#003E7E
2015,2,35,Carolina,Sebastian Aho,C,742.0,697.0,2338.13,4,31,#CC0000
2015,2,36,Ottawa,Gabriel Gagne,R,0.0,0.0,0.0,101,-65,#C8102E
2015,2,37,Boston,Brandon Carlo,D,680.0,118.0,950.22,30,7,#FFB81C
2015,2,38,Columbus,Paul Bittner,L,0.0,0.0,0.0,101,-63,#002654
2015,2,39,Colorado,A.J. Greer,L,312.0,71.0,474.59,55,-16,#6F263D
2015,2,40,Colorado,Nicolas Meloche,D,57.0,8.0,75.32,83,-43,#6F263D
2015,2,41,NY Rangers,Ryan Gropp,L,0.0,0.0,0.0,101,-60,#0038A8
2015,2,43,Los Angeles,Erik Cernak,D,484.0,116.0,749.64,40,3,#111111
2015,2,44,Tampa Bay,Matthew Spencer,D,0.0,0.0,0.0,101,-57,#002868
2015,2,45,Boston,Jakob Forsbacka-Karlsson,C,29.0,9.0,49.61,86,-41,#FFB81C
2015,2,46,Pittsburgh,Daniel Sprong,R,374.0,166.0,754.14,39,7,#FCB514
2015,2,47,Winnipeg,Jansen Harkins,C,299.0,45.0,402.05,60,-13,#004C97
2015,2,48,Ottawa,Filip Chlapik,C,57.0,11.0,82.19,81,-33,#C8102E
2015,2,49,Dallas,Roope Hintz,C,521.0,421.0,1485.09,15,34,#006847
2015,2,50,Minnesota,Jordan Greenway,L,468.0,164.0,843.56,33,17,#154734
2015,2,51,Buffalo,Brendan Guhle,D,65.0,14.0,97.06,80,-29,#003087
2015,2,52,Boston,Jeremy Lauzon,D,368.0,54.0,491.66,53,-1,#FFB81C
2015,2,53,Calgary,Rasmus Andersson,D,601.0,267.0,1212.43,28,25,#D2001C
2015,2,54,Chicago,Graham Knott,C,0.0,0.0,0.0,101,-47,#CF0A2C
2015,2,55,Nashville,Yakov Trenin,C,441.0,116.0,706.64,41,14,#FFB81C
2015,2,56,St. Louis,Vince Dunn,D,605.0,325.0,1349.25,21,35,#002F87
2015,2,57,Washington,Jonas Siegenthaler,D,432.0,73.0,599.17,46,11,#CF0A2C
2015,2,58,Columbus,Kevin Stenlund,C,353.0,86.0,549.94,50,8,#002654
2015,2,59,Anaheim,Julius Nattinen,L,0.0,0.0,0.0,101,-42,#F47A38
2015,2,60,Calgary,Oliver Kylington,D,220.0,60.0,357.4,62,-2,#D2001C
2015,2,61,Toronto,Jeremy Bracco,R,0.0,0.0,0.0,101,-40,#003E7E
2015,3,62,NY Rangers,Robin Kovacs,R,0.0,0.0,0.0,101,-39,#0038A8
2015,3,63,Arizona,Kyle Capobianco,D,105.0,17.0,143.93,72,-9,#8C2633
2015,3,64,Tampa Bay,Dennis Yan,L,0.0,0.0,0.0,101,-37,#002868
2015,3,65,Toronto,Andrew Nielsen,D,0.0,0.0,0.0,101,-36,#003E7E
2015,3,66,Vancouver,Guillaume Brisebois,D,30.0,3.0,36.87,89,-23,#00205B
2015,3,67,New Jersey,Blake Speers,C,5.0,0.0,5.0,98,-31,#CE1126
2015,3,68,Toronto,Martins Dzierkals,R,0.0,0.0,0.0,101,-33,#003E7E
2015,3,69,Columbus,Keegan Kolesar,R,423.0,118.0,693.22,42,27,#002654
2015,3,71,Colorado,Jean-Christophe Beaudin,C,22.0,1.0,24.29,90,-19,#6F263D
2015,3,72,Tampa Bay,Anthony Cirelli,C,567.0,332.0,1327.28,22,50,#002868
2015,3,73,Detroit,Vili Saarijarvi,D,0.0,0.0,0.0,101,-28,#CE1126
2015,3,74,Los Angeles,Alexander Dergachyov,C,0.0,0.0,0.0,101,-27,#111111
2015,3,78,Winnipeg,Erik Foley,L,0.0,0.0,0.0,101,-23,#004C97
2015,3,79,NY Rangers,Sergey Zborovskiy,D,0.0,0.0,0.0,101,-22,#0038A8
2015,3,80,Anaheim,Brent Gates,C,0.0,0.0,0.0,101,-21,#F47A38
2015,3,81,Arizona,Brendan Warren,L,0.0,0.0,0.0,101,-20,#8C2633
2015,3,82,NY Islanders,Mitchell Vande Sompel,D,0.0,0.0,0.0,101,-19,#F47D30
2015,3,83,Arizona,Jens Looke,R,0.0,0.0,0.0,101,-18,#8C2633
