draft_year,round,pick_number,drafted_by,player_name,position,games_played,points,performance_score
2008,7,188,Toronto Maple Leafs,Andrew MacWilliam,D,12.0,2.0,16.58
2008,7,189,Arizona Coyotes,Tim Billingsley,D,0.0,0.0,0.0
2008,7,190,Florida Panthers,Matt Bartkowski,D,256.0,48.0,365.92
2008,7,192,Chicago Blackhawks,Joe Gleason,D,0.0,0.0,0.0
2008,7,193,Edmonton Oilers,Jordan Bendfeld,D,0.0,0.0,0.0
2008,7,194,San Jose Sharks,Drew Daniels,D,0.0,0.0,0.0
2008,7,195,Carolina Hurricanes,Samuel Morneau,L,0.0,0.0,0.0
2008,7,197,Boston Bruins,Mark Goggin,C,0.0,0.0,0.0
2008,7,198,Calgary Flames,Alexander Deilert,D,0.0,0.0,0.0
2008,7,199,Ottawa Senators,Emil Sandin,L,0.0,0.0,0.0
2008,7,200,Colorado Avalanche,Nathan Condon,C,0.0,0.0,0.0
2008,7,201,Nashville Predators,Jani Lajunen,C,0.0,0.0,0.0
2008,7,202,New Jersey Devils,Harry Young,D,0.0,0.0,0.0
2008,7,203,Tampa Bay Lightning,David Carle,D,0.0,0.0,0.0
2008,7,204,Washington Capitals,Stefan Della Rovere,L,7.0,0.0,7.0
2008,7,205,New Jersey Devils,Jean-Sebastien Berube,L,0.0,0.0,0.0
2008,7,206,Montreal Canadiens,Patrick Johnson,C,0.0,0.0,0.0
2008,7,208,Anaheim Ducks,Nick Pryor,D,0.0,0.0,0.0
2008,7,209,Dallas Stars,Mike Bergin,D,0.0,0.0,0.0
2008,7,210,Pittsburgh Penguins,Nicholas D'Agostino,D,0.0,0.0,0.0
2008,7,211,Detroit Red Wings,Jesper Samuelsson,C,0.0,0.0,0.0
2009,1,1,New York Islanders,John Tavares,C,1261.0,1182.0,1120.17
2009,1,2,Tampa Bay Lightning,Victor Hedman,D,1164.0,811.0,924.01
2009,1,3,Colorado Avalanche,Matt Duchene,C,1190.0,930.0,993.12
2009,1,4,Winnipeg Jets,Evander Kane,L,1001.0,648.0,883.75
2009,1,5,Los Angeles Kings,Brayden Schenn,C,1098.0,723.0,892.81
2009,1,6,Arizona Coyotes,Oliver Ekman Larsson,D,1132.0,538.0,743.46
2009,1,7,Toronto Maple Leafs,Nazem Kadri,C,1060.0,760.0,940.51
2009,1,8,Dallas Stars,Scott Glennie,C,1.0,0.0,1.0
2009,1,9,Ottawa Senators,Jared Cowen,D,249.0,46.0,354.34
2009,1,10,Edmonton Oilers,Magnus Paajarvi,L,467.0,124.0,572.47
2009,1,11,Nashville Predators,Ryan Ellis,D,566.0,275.0,752.1
2009,1,12,New York Islanders,Calvin de Haan,D,679.0,149.0,534.9
2009,1,13,Buffalo Sabres,Zack Kassian,R,661.0,203.0,606.37
2009,1,14,Florida Panthers,Dmitri Kulikov,D,1035.0,247.0,550.55
2009,1,15,Anaheim Ducks,Peter Holland,C,266.0,85.0,460.65
2009,1,16,Minnesota Wild,Nick Leddy,D,1070.0,423.0,678.29
2009,1,17,St. Louis Blues,David Rundblad,D,113.0,25.0,170.25
2009,1,18,Montreal Canadiens,Louis Leblanc,R,50.0,10.0,72.9
2009,1,19,New York Rangers,Chris Kreider,L,954.0,629.0,893.51
2009,1,20,New Jersey Devils,Jacob Josefson,C,315.0,64.0,461.56
2009,1,21,Columbus Blue Jackets,John Moore,D,544.0,118.0,532.84
2009,1,22,Vancouver Canucks,Jordan Schroeder,L,165.0,42.0,261.18
2009,1,23,Calgary Flames,Tim Erixon,D,93.0,14.0,125.06
2009,1,24,Washington Capitals,Marcus Johansson,L,1052.0,562.0,791.52
2009,1,25,Boston Bruins,Jordan Caron,R,157.0,28.0,221.12
2009,1,26,Anaheim Ducks,Kyle Palmieri,C,925.0,545.0,836.33
2009,1,27,Carolina Hurricanes,Philippe Paradis,L,0.0,0.0,0.0
2009,1,28,Chicago Blackhawks,Dylan Olsen,D,124.0,22.0,174.38
2009,1,29,Tampa Bay Lightning,Carter Ashton,R,54.0,3.0,60.87
2009,1,30,Pittsburgh Penguins,Simon Despres,D,193.0,43.0,291.47
2009,2,32,Detroit Red Wings,Landon Ferraro,C,77.0,12.0,104.48
2009,2,33,Colorado Avalanche,Ryan O'Reilly,C,1227.0,893.0,949.32
2009,2,34,Winnipeg Jets,Carl Klingberg,R,12.0,1.0,14.29
2009,2,35,Los Angeles Kings,Kyle Clifford,L,753.0,144.0,511.9
2009,2,36,Arizona Coyotes,Chris Brown,C,23.0,3.0,29.87
2009,2,37,Anaheim Ducks,Mat Clark,D,9.0,1.0,11.29
2009,2,38,Dallas Stars,Alex Chiasson,R,651.0,233.0,647.78
2009,2,39,Ottawa Senators,Jakob Silfverberg,R,820.0,373.0,726.83
2009,2,40,Edmonton Oilers,Anton Lander,C,215.0,35.0,295.15
2009,2,41,Nashville Predators,Zach Budish,R,0.0,0.0,0.0
2009,2,42,Nashville Predators,Charles-Olivier Roussel,D,0.0,0.0,0.0
2009,2,43,San Jose Sharks,William Wrenn,D,0.0,0.0,0.0
2009,2,44,Florida Panthers,Drew Shore,C,98.0,26.0,157.54
2009,2,45,Winnipeg Jets,Jeremy Morin,L,82.0,22.0,132.38
2009,2,47,New York Rangers,Ethan Werek,C,0.0,0.0,0.0
2009,2,48,St. Louis Blues,Brett Ponich,D,0.0,0.0,0.0
2009,2,49,Colorado Avalanche,Stefan Elliott,D,87.0,25.0,144.25
2009,2,50,Toronto Maple Leafs,Kenny Ryan,R,0.0,0.0,0.0
2009,2,51,Carolina Hurricanes,Brian Dumoulin,D,782.0,194.0,558.25
2009,2,52,Tampa Bay Lightning,Richard Panik,R,521.0,195.0,661.13
2009,2,53,Vancouver Canucks,Anton Rodin,R,3.0,1.0,5.29
2009,2,54,New Jersey Devils,Eric Gelinas,D,189.0,55.0,314.95
2009,2,55,Washington Capitals,Dmitri Orlov,D,942.0,361.0,668.42
2009,2,56,Columbus Blue Jackets,Kevin Lynch,C,0.0,0.0,0.0
2009,2,57,San Jose Sharks,Taylor Doherty,D,0.0,0.0,0.0
2009,2,58,Toronto Maple Leafs,Jesse Blacker,D,1.0,0.0,1.0
2009,2,59,Chicago Blackhawks,Brandon Pirri,C,276.0,121.0,553.09
2009,2,60,Detroit Red Wings,Tomas Tatar,L,927.0,496.0,792.2
2009,2,61,Pittsburgh Penguins,Philip Samuelsson,D,13.0,0.0,13.0
2009,3,63,Pittsburgh Penguins,Ben Hanowski,R,16.0,3.0,22.87
2009,3,64,Colorado Avalanche,Tyson Barrie,D,822.0,508.0,859.82
2009,3,65,Montreal Canadiens,Joonas Nattinen,C,1.0,0.0,1.0
2009,3,66,Buffalo Sabres,Brayden McNabb,D,880.0,189.0,531.09
2009,3,67,Florida Panthers,Josh Birkholz,R,0.0,0.0,0.0
2009,3,68,Toronto Maple Leafs,Jamie Devane,L,2.0,0.0,2.0
2009,3,69,Dallas Stars,Reilly Smith,R,986.0,575.0,831.42
2009,3,70,Nashville Predators,Taylor Beck,R,92.0,23.0,144.67
2009,3,71,Edmonton Oilers,Troy Hesketh,D,0.0,0.0,0.0
2009,3,72,Nashville Predators,Michael Latta,C,113.0,17.0,151.93
2009,3,73,New Jersey Devils,Alexander Urbom,D,34.0,4.0,43.16
2009,3,74,Calgary Flames,Ryan Howse,L,0.0,0.0,0.0
2009,3,75,Detroit Red Wings,Andrej Nestrasil,R,128.0,48.0,237.92
2009,3,78,St. Louis Blues,Sergei Andronov,L,0.0,0.0,0.0
2009,3,79,Montreal Canadiens,Mac Bennett,D,0.0,0.0,0.0
2009,3,80,New York Rangers,Ryan Bourque,L,1.0,0.0,1.0
2009,3,82,Edmonton Oilers,Cameron Abney,R,0.0,0.0,0.0
2009,3,83,Vancouver Canucks,Kevin Connauton,D,360.0,80.0,537.16
2009,3,84,Los Angeles Kings,Nicolas Deslauriers,L,702.0,105.0,477.94
2009,3,85,Washington Capitals,Cody Eakin,C,701.0,256.0,653.72
2009,3,86,Boston Bruins,Ryan Button,D,0.0,0.0,0.0
2009,3,87,Philadelphia Flyers,Simon Bertilsson,D,0.0,0.0,0.0
2009,3,88,Carolina Hurricanes,Mattias Lindstrom,L,0.0,0.0,0.0
2009,3,89,Chicago Blackhawks,Daniel Delisle,L,0.0,0.0,0.0
2009,3,90,Detroit Red Wings,Gleason Fournier,D,0.0,0.0,0.0
2009,4,92,New York Islanders,Casey Cizikas,C,974.0,279.0,589.52
2009,4,93,Tampa Bay Lightning,Alex Hutchings,L,0.0,0.0,0.0
2009,4,94,Columbus Blue Jackets,David Savard,D,870.0,242.0,582.77
2009,4,96,Los Angeles Kings,Linden Vey,R,138.0,44.0,238.76
2009,4,97,Arizona Coyotes,Jordan Szwarz,C,50.0,7.0,66.03
2009,4,98,Nashville Predators,Craig Smith,C,987.0,452.0,729.34
2009,4,99,Edmonton Oilers,Kyle Bigos,D,0.0,0.0,0.0
2009,4,100,Ottawa Senators,Chris Wideman,D,291.0,78.0,469.62
2009,4,101,Edmonton Oilers,Toni Rajala,L,0.0,0.0,0.0
2009,4,102,Nashville Predators,Mattias Ekholm,D,961.0,399.0,694.48
2009,4,103,Minnesota Wild,Kris Foucault,L,1.0,0.0,1.0
2009,4,104,Buffalo Sabres,Marcus Foligno,L,927.0,335.0,650.61
2009,4,105,Arizona Coyotes,Justin Weller,D,0.0,0.0,0.0
2009,4,106,Anaheim Ducks,Sami Vatanen,D,473.0,200.0,700.71
2009,4,107,Florida Panthers,Garrett Wilson,L,86.0,8.0,104.32
2009,4,108,St. Louis Blues,Tyler Shattock,R,0.0,0.0,0.0
2009,4,109,Montreal Canadiens,Alexander Avtsin,R,0.0,0.0,0.0
2009,4,110,Nashville Predators,Nick Oliver,C,0.0,0.0,0.0
2009,4,111,Calgary Flames,Henrik Bjorklund,L,0.0,0.0,0.0
2009,4,112,Boston Bruins,Lane MacDermid,L,21.0,4.0,30.16
2009,4,113,Vancouver Canucks,Jeremy Price,D,0.0,0.0,0.0
2009,4,114,New Jersey Devils,Seth Helgeson,D,50.0,4.0,59.16
2009,4,115,Washington Capitals,Patrick Wey,D,9.0,3.0,15.87
2009,4,116,Minnesota Wild,Alexander Fallstrom,R,0.0,0.0,0.0
2009,4,119,Chicago Blackhawks,Byron Froese,C,141.0,20.0,186.8
2009,4,120,Winnipeg Jets,Ben Chiarot,D,799.0,182.0,541.7
2009,4,121,Pittsburgh Penguins,Nick Petersen,R,0.0,0.0,0.0
2009,5,122,New York Islanders,Anton Klementyev,D,1.0,0.0,1.0
2009,5,123,Pittsburgh Penguins,Alex Velischek,D,0.0,0.0,0.0
2009,5,125,Winnipeg Jets,Cody Sol,D,0.0,0.0,0.0
2009,5,126,Los Angeles Kings,David Kolomatis,D,0.0,0.0,0.0
2009,5,127,New York Rangers,Roman Horak,C,84.0,19.0,127.51
2009,5,128,Toronto Maple Leafs,Eric Knodel,D,0.0,0.0,0.0
2009,5,129,Dallas Stars,Tomas Vincour,R,95.0,17.0,133.93
2009,5,130,Ottawa Senators,Mike Hoffman,C,745.0,487.0,888.92
2009,5,131,Carolina Hurricanes,Matt Kennedy,R,0.0,0.0,0.0
2009,5,132,Nashville Predators,Gabriel Bourque,L,413.0,103.0,559.32
2009,5,134,Buffalo Sabres,Mark Adams,D,0.0,0.0,0.0
2009,5,135,Florida Panthers,Corban Knight,C,52.0,12.0,79.48
2009,5,136,Anaheim Ducks,Radoslav Illo,C,0.0,0.0,0.0
2009,5,137,Columbus Blue Jackets,Thomas Larkin,D,0.0,0.0,0.0
2009,5,138,Florida Panthers,Wade Megan,C,15.0,2.0,19.58
2009,5,139,Montreal Canadiens,Gabriel Dumont,C,90.0,9.0,110.61
2009,5,141,Calgary Flames,Spencer Bennett,L,0.0,0.0,0.0
2009,5,143,Vancouver Canucks,Peter Andersson,D,0.0,0.0,0.0
2009,5,144,New Jersey Devils,Derek Rodwell,L,0.0,0.0,0.0
2009,5,145,Washington Capitals,Brett Flemming,D,0.0,0.0,0.0
2009,5,146,Ottawa Senators,Jeff Costello,L,0.0,0.0,0.0
2009,5,147,San Jose Sharks,Philip Varone,C,97.0,17.0,135.93
2009,5,149,Chicago Blackhawks,Marcus Kruger,C,520.0,123.0,548.84
2009,5,150,Detroit Red Wings,Nick Jensen,D,694.0,172.0,558.05
2009,5,151,Pittsburgh Penguins,Andy Bathgate,C,0.0,0.0,0.0
2009,6,152,New York Islanders,Anders Lee,L,919.0,549.0,843.01
2009,6,153,Philadelphia Flyers,Dave Labrecque,C,0.0,0.0,0.0
2009,6,155,Winnipeg Jets,Jimmy Bubnick,C,0.0,0.0,0.0
2009,6,156,Los Angeles Kings,Michael Pelech,F,0.0,0.0,0.0
2009,6,157,Arizona Coyotes,Evan Bloodoff,L,0.0,0.0,0.0
2009,6,158,Toronto Maple Leafs,Jerry D'Amigo,L,31.0,3.0,37.87
2009,6,159,Dallas Stars,Curtis McKenzie,L,99.0,23.0,151.67
2009,6,160,Ottawa Senators,Corey Cowick,L,0.0,0.0,0.0
2009,6,163,Minnesota Wild,Jere Sallinen,L,0.0,0.0,0.0
2009,6,165,Florida Panthers,Scott Timmins,C,24.0,1.0,26.29
2009,6,166,Anaheim Ducks,Scott Valentine,D,0.0,0.0,0.0
2009,6,167,Columbus Blue Jackets,Anton Blomqvist,D,0.0,0.0,0.0
2009,6,168,St. Louis Blues,David Shields,D,0.0,0.0,0.0
2009,6,169,Montreal Canadiens,Dustin Walsh,C,0.0,0.0,0.0
2009,6,170,New York Rangers,Daniel Maggio,D,0.0,0.0,0.0
2009,6,172,Philadelphia Flyers,Eric Wellwood,L,31.0,10.0,53.9
2009,6,174,New Jersey Devils,Ashton Bernard,L,0.0,0.0,0.0
2009,6,175,Washington Capitals,Garrett Mitchell,R,1.0,0.0,1.0
2009,6,176,Boston Bruins,Tyler Randell,R,27.0,6.0,40.74
2009,6,177,Chicago Blackhawks,David Pacan,R,0.0,0.0,0.0
2009,6,178,Carolina Hurricanes,Rasmus Rissanen,D,6.0,0.0,6.0
2009,6,179,Los Angeles Kings,Brandon Kozun,R,20.0,4.0,29.16
2009,6,180,Detroit Red Wings,Mitch Callahan,R,5.0,0.0,5.0
2009,6,181,Pittsburgh Penguins,Viktor Ekbom,D,0.0,0.0,0.0
2009,7,182,Minnesota Wild,Erik Haula,L,835.0,371.0,718.22
2009,7,183,Tampa Bay Lightning,Kirill Gotovets,D,0.0,0.0,0.0
2009,7,184,Colorado Avalanche,Gus Young,D,0.0,0.0,0.0
2009,7,185,Winnipeg Jets,Levko Koper,L,0.0,0.0,0.0
2009,7,186,Los Angeles Kings,Jordan Nolan,C,375.0,52.0,469.05
2009,7,187,Vancouver Canucks,Steven Anthony,L,0.0,0.0,0.0
2009,7,188,Toronto Maple Leafs,Barron Smith,D,0.0,0.0,0.0
2009,7,189,San Jose Sharks,Marek Viedensky,C,0.0,0.0,0.0
2009,7,190,Ottawa Senators,Brad Peltz,L,0.0,0.0,0.0
2009,7,191,Ottawa Senators,Michael Sdao,D,0.0,0.0,0.0
2009,7,192,Nashville Predators,Cam Reid,F,0.0,0.0,0.0
2009,7,193,Minnesota Wild,Anthony Hamburg,C,0.0,0.0,0.0
2009,7,194,Buffalo Sabres,Maxime Legault,R,0.0,0.0,0.0
2009,7,195,Chicago Blackhawks,Paul Phillips,D,0.0,0.0,0.0
2009,7,196,Philadelphia Flyers,Oliver Lauridsen,D,16.0,3.0,22.87
2009,7,197,Columbus Blue Jackets,Kyle Neuber,R,0.0,0.0,0.0
2009,7,198,Los Angeles Kings,Nic Dowd,C,652.0,195.0,599.82
2009,7,199,Montreal Canadiens,Mike Cichy,C,0.0,0.0,0.0
2009,7,200,New York Rangers,Mikhail Pashnin,D,0.0,0.0,0.0
2009,7,201,Calgary Flames,Gaelan Patterson,D,0.0,0.0,0.0
2009,7,202,St. Louis Blues,Maxwell Tardy,C,0.0,0.0,0.0
2009,7,203,Winnipeg Jets,Jordan Samuels-Thomas,L,0.0,0.0,0.0
2009,7,204,New Jersey Devils,Curtis Gedig,D,0.0,0.0,0.0
2009,7,205,Washington Capitals,Benjamin Casavant,L,0.0,0.0,0.0
2009,7,206,Boston Bruins,Ben Sexton,C,2.0,0.0,2.0
2009,7,207,San Jose Sharks,Dominik Bielke,D,0.0,0.0,0.0
2009,7,208,Carolina Hurricanes,Tommi Kivisto,D,0.0,0.0,0.0
2009,7,209,Chicago Blackhawks,David Gilbert,C,0.0,0.0,0.0
2009,7,210,Detroit Red Wings,Adam Almquist,D,2.0,1.0,4.29
2010,1,1,Edmonton Oilers,Taylor Hall,L,985.0,782.0,1003.23
2010,1,2,Boston Bruins,Tyler Seguin,C,1016.0,826.0,1018.78
2010,1,3,Florida Panthers,Erik Gudbranson,D,837.0,140.0,492.36
2010,1,4,Columbus Blue Jackets,Ryan Johansen,C,905.0,578.0,876.67
2010,1,5,New York Islanders,Nino Niederreiter,R,1024.0,499.0,753.27
2010,1,6,Tampa Bay Lightning,Brett Connolly,R,536.0,195.0,652.59
2010,1,7,Carolina Hurricanes,Jeff Skinner,L,1110.0,712.0,878.93
2010,1,8,Winnipeg Jets,Alexander Burmistrov,C,348.0,101.0,579.29
2010,1,9,Minnesota Wild,Mikael Granlund,C,955.0,645.0,906.61
2010,1,10,New York Rangers,Dylan McIlrath,D,104.0,9.0,124.61
2010,1,12,Anaheim Ducks,Cam Fowler,D,1117.0,520.0,735.52
2010,1,13,Arizona Coyotes,Brandon Gormley,D,58.0,5.0,69.45
2010,1,14,St. Louis Blues,Jaden Schwartz,L,856.0,550.0,879.81
2010,1,15,Los Angeles Kings,Derek Forbort,D,552.0,106.0,512.55
2010,1,16,St. Louis Blues,Vladimir Tarasenko,R,900.0,705.0,994.6
2010,1,17,Colorado Avalanche,Joey Hishon,C,13.0,2.0,17.58
2010,1,18,Nashville Predators,Austin Watson,L,528.0,121.0,542.83
2010,1,19,Florida Panthers,Nick Bjugstad,C,815.0,339.0,695.1
2010,1,20,Pittsburgh Penguins,Beau Bennett,R,200.0,64.0,346.56
2010,1,21,Detroit Red Wings,Riley Sheahan,C,637.0,194.0,604.28
2010,1,22,Montreal Canadiens,Jarred Tinordi,D,205.0,30.0,273.7
2010,1,23,Buffalo Sabres,Mark Pysyk,D,521.0,104.0,518.74
2010,1,24,Chicago Blackhawks,Kevin Hayes,R,802.0,442.0,805.3
2010,1,25,Florida Panthers,Quinton Howden,C,97.0,17.0,135.93
2010,1,26,Washington Capitals,Evgeny Kuznetsov,C,743.0,575.0,986.91
2010,1,28,San Jose Sharks,Charlie Coyle,C,1027.0,541.0,785.45
2010,1,29,Anaheim Ducks,Emerson Etem,R,173.0,46.0,278.34
2010,1,30,New York Islanders,Brock Nelson,C,995.0,649.0,887.75
2010,2,31,Edmonton Oilers,Tyler Pitlick,C,452.0,111.0,556.2
2010,2,32,Boston Bruins,Jared Knight,R,0.0,0.0,0.0
2010,2,33,Florida Panthers,John Mcfarland,R,3.0,0.0,3.0
2010,2,34,Columbus Blue Jackets,Dalton Smith,L,1.0,0.0,1.0
2010,2,35,Chicago Blackhawks,Ludvig Rensfeldt,L,0.0,0.0,0.0
2010,2,36,Florida Panthers,Alexander Petrovic,D,321.0,59.0,456.11
2010,2,37,Carolina Hurricanes,Justin Faulk,D,1053.0,493.0,737.68
2010,2,38,New Jersey Devils,Jon Merrill,D,682.0,115.0,493.47
2010,2,39,Minnesota Wild,Brett Bulmer,R,17.0,3.0,23.87
2010,2,40,New York Rangers,Christian Thomas,L,27.0,3.0,33.87
2010,2,41,Dallas Stars,Patrik Nemeth,D,504.0,70.0,469.23
2010,2,42,Anaheim Ducks,Devante Smith-Pelly,R,395.0,101.0,564.45
2010,2,43,Toronto Maple Leafs,Brad Ross,L,0.0,0.0,0.0
2010,2,44,St. Louis Blues,Sebastian Wannstrom,R,0.0,0.0,0.0
2010,2,45,Boston Bruins,Ryan Spooner,C,325.0,167.0,707.43
2010,2,46,Edmonton Oilers,Martin Marincin,D,227.0,34.0,304.86
2010,2,47,Los Angeles Kings,Tyler Toffoli,C,963.0,622.0,882.56
2010,2,48,Edmonton Oilers,Curtis Hamilton,L,1.0,0.0,1.0
2010,2,50,Florida Panthers,Connor Brickley,L,81.0,21.0,129.09
2010,2,51,Detroit Red Wings,Calle Jarnkrok,C,770.0,316.0,690.57
2010,2,52,Arizona Coyotes,Phil Lane,R,0.0,0.0,0.0
2010,2,53,Carolina Hurricanes,Mark Alt,D,20.0,0.0,20.0
2010,2,54,Chicago Blackhawks,Justin Holl,D,404.0,97.0,551.74
2010,2,55,Columbus Blue Jackets,Petr Straka,R,3.0,2.0,7.58
2010,2,56,Minnesota Wild,Johan Larsson,L,488.0,132.0,576.52
2010,2,57,Arizona Coyotes,Oscar Lindberg,L,252.0,79.0,432.91
2010,2,59,Minnesota Wild,Jason Zucker,L,828.0,462.0,810.88
2010,2,60,Chicago Blackhawks,Stephen Johns,D,167.0,33.0,242.57
2010,3,61,Edmonton Oilers,Ryan Martindale,C,0.0,0.0,0.0
2010,3,62,Toronto Maple Leafs,Greg McKegg,C,233.0,39.0,322.31
2010,3,63,Tampa Bay Lightning,Brock Beukeboom,D,0.0,0.0,0.0
2010,3,64,Calgary Flames,Max Reinhart,C,23.0,5.0,34.45
2010,3,65,New York Islanders,Kirill Kabanov,L,0.0,0.0,0.0
2010,3,66,Tampa Bay Lightning,Radko Gudas,D,884.0,211.0,550.59
2010,3,67,Carolina Hurricanes,Danny Biega,D,10.0,2.0,14.58
2010,3,68,Buffalo Sabres,Jerome Leduc,D,0.0,0.0,0.0
2010,3,69,Florida Panthers,Joe Basaraba,W,0.0,0.0,0.0
2010,3,70,Los Angeles Kings,Jordan Weal,C,218.0,69.0,376.01
2010,3,71,Colorado Avalanche,Michael Bournival,L,113.0,22.0,163.38
2010,3,72,Tampa Bay Lightning,Adam Janosik,D,0.0,0.0,0.0
2010,3,73,Calgary Flames,Joey Leach,D,0.0,0.0,0.0
2010,3,74,St. Louis Blues,Max Gardiner,F,0.0,0.0,0.0
2010,3,75,Buffalo Sabres,Kevin Sundher,C,0.0,0.0,0.0
2010,3,76,Ottawa Senators,Jakub Culek,L,0.0,0.0,0.0
2010,3,77,Dallas Stars,Alexander Guptill,C,0.0,0.0,0.0
2010,3,78,Nashville Predators,Taylor Aronson,D,0.0,0.0,0.0
2010,3,79,Toronto Maple Leafs,Sondre Olden,R,0.0,0.0,0.0
2010,3,80,Pittsburgh Penguins,Bryan Rust,R,707.0,499.0,931.4
2010,3,81,Detroit Red Wings,Louis-Marc Aubry,C,0.0,0.0,0.0
2010,3,82,New York Islanders,Jason Clark,F,0.0,0.0,0.0
2010,3,83,Buffalo Sabres,Matt Mackenzie,D,0.0,0.0,0.0
2010,3,85,Carolina Hurricanes,Austin Levi,D,0.0,0.0,0.0
2010,3,86,Washington Capitals,Stanislav Galiev,L,26.0,4.0,35.16
2010,3,87,Winnipeg Jets,Julian Melchiori,D,30.0,2.0,34.58
2010,3,88,San Jose Sharks,Max Gaede,F,0.0,0.0,0.0
2010,3,89,Philadelphia Flyers,Michael Chaput,C,182.0,22.0,232.38
2010,3,90,Chicago Blackhawks,Joakim Nordstrom,C,444.0,75.0,493.71
2010,4,91,Edmonton Oilers,Jeremie Blain,D,0.0,0.0,0.0
2010,4,93,Florida Panthers,Ben Gallacher,D,0.0,0.0,0.0
2010,4,94,Columbus Blue Jackets,Brandon Archibald,D,0.0,0.0,0.0
2010,4,95,Colorado Avalanche,Stephen Silas,D,0.0,0.0,0.0
2010,4,96,Tampa Bay Lightning,Geoffrey Schemitsch,D,0.0,0.0,0.0
2010,4,97,Boston Bruins,Craig Cunningham,R,63.0,8.0,81.32
2010,4,98,Buffalo Sabres,Steven Shipley,C,0.0,0.0,0.0
2010,4,99,Florida Panthers,Joonas Donskoi,R,474.0,208.0,713.74
2010,4,100,New York Rangers,Andrew Yogan,L,0.0,0.0,0.0
2010,4,101,Winnipeg Jets,Ivan Telegin,C,0.0,0.0,0.0
2010,4,103,Calgary Flames,John Ramage,D,2.0,0.0,2.0
2010,4,104,St. Louis Blues,Jani Hakanpaa,D,290.0,45.0,393.05
2010,4,105,Carolina Hurricanes,Justin Shugg,L,3.0,0.0,3.0
2010,4,106,Ottawa Senators,Marcus Sorensen,L,226.0,64.0,372.56
2010,4,108,Calgary Flames,Bill Arnold,C,1.0,0.0,1.0
2010,4,109,Dallas Stars,Alex Theriau,D,0.0,0.0,0.0
2010,4,110,Pittsburgh Penguins,Tom Kuhnhackl,R,232.0,54.0,355.66
2010,4,111,Detroit Red Wings,Teemu Pulkkinen,L,83.0,22.0,133.38
2010,4,113,Montreal Canadiens,Mark MacMillan,C,0.0,0.0,0.0
2010,4,114,New Jersey Devils,Joe Faust,D,0.0,0.0,0.0
2010,4,115,Vancouver Canucks,Patrick McNally,D,0.0,0.0,0.0
2010,4,116,Toronto Maple Leafs,Petter Granberg,D,45.0,2.0,49.58
2010,4,117,Montreal Canadiens,Morgan Ellis,D,3.0,0.0,3.0
2010,4,118,Tampa Bay Lightning,Jimmy Mullin,F,0.0,0.0,0.0
2010,4,119,Philadelphia Flyers,Tye McGinn,L,89.0,17.0,127.93
2010,4,120,Chicago Blackhawks,Rob Flick,C,0.0,0.0,0.0
2010,5,122,Anaheim Ducks,Chris Wagner,R,401.0,66.0,490.18
2010,5,123,Florida Panthers,Zach Hyman,L,710.0,494.0,923.22
2010,5,124,Columbus Blue Jackets,Austin Madaisky,D,0.0,0.0,0.0
2010,5,125,New York Islanders,Tony DeHart,D,0.0,0.0,0.0
2010,5,126,Nashville Predators,Patrick Cehlin,R,0.0,0.0,0.0
2010,5,127,San Jose Sharks,Cody Ferriero,R,0.0,0.0,0.0
2010,5,129,San Jose Sharks,Freddie Hamilton,C,75.0,6.0,88.74
2010,5,130,New York Rangers,Jason Wilson,L,0.0,0.0,0.0
2010,5,131,Dallas Stars,John Klingberg,D,698.0,440.0,869.9
2010,5,132,Anaheim Ducks,Tim Heed,D,105.0,29.0,171.41
2010,5,133,Calgary Flames,Micheal Ferland,L,335.0,134.0,641.86
2010,5,134,St. Louis Blues,Cody Beach,R,0.0,0.0,0.0
2010,5,135,Boston Bruins,Justin Florek,F,4.0,2.0,8.58
2010,5,136,San Jose Sharks,Isaac Macleod,D,0.0,0.0,0.0
2010,5,137,Colorado Avalanche,Troy Rutkowski,D,0.0,0.0,0.0
2010,5,139,Colorado Avalanche,Luke Walker,R,0.0,0.0,0.0
2010,5,140,Pittsburgh Penguins,Kenny Agostino,L,86.0,30.0,154.7
2010,5,142,Washington Capitals,Caleb Herbert,F,0.0,0.0,0.0
2010,5,143,Buffalo Sabres,Gregg Sutch,R,0.0,0.0,0.0
2010,5,144,Toronto Maple Leafs,Sam Carrick,C,393.0,89.0,540.62
2010,5,145,Vancouver Canucks,Adam Polasek,D,0.0,0.0,0.0
2010,5,146,Toronto Maple Leafs,Daniel Brodin,R,0.0,0.0,0.0
2010,5,147,Montreal Canadiens,Brendan Gallagher,R,909.0,486.0,791.87
2010,5,148,Los Angeles Kings,Kevin Gravel,D,138.0,15.0,172.35
2010,5,149,Philadelphia Flyers,Michael Parks,F,0.0,0.0,0.0
2010,5,150,Winnipeg Jets,Yasin Cisse,F,0.0,0.0,0.0
2010,6,151,Chicago Blackhawks,Mirko Hoefflin,R,0.0,0.0,0.0
2010,6,152,Pittsburgh Penguins,Joe Rogalski,D,0.0,0.0,0.0
2010,6,153,Florida Panthers,Corey Durocher,L,0.0,0.0,0.0
2010,6,154,Columbus Blue Jackets,Dalton Prout,D,264.0,38.0,351.02
2010,6,155,Winnipeg Jets,Kendal McFaull,D,0.0,0.0,0.0
2010,6,156,Tampa Bay Lightning,Brendan O'Donnell,F,0.0,0.0,0.0
